,task_id,pretty_formula,spacegroup.symbol,spacegroup.crystal_system,e_above_hull,structure.lattice.volume,density,band_gap,final_energy,oxidation_states,coordination_number
474,mp-1201758,KGe,I4_1/acd,tetragonal,0,1046.432594,2.837003563,1.3283,-98.19712581,"[0, 0]",12
475,mp-24084,KH,Fm-3m,cubic,0,46.20917088,1.441228593,3.5362,-4.88001453,[],6
476,mp-11462,KHg,P-1,triclinic,0,320.5238396,4.967016325,0,-7.64023635,"[0, 0]",0
477,mp-22898,KI,Fm-3m,cubic,0,92.74333384,2.972225316,4.0433,-5.61632582,[],6
478,mp-1058689,KN,Fm-3m,cubic,1.462588896,49.04405324,1.798035059,0,-6.71781655,"[0, 0]",6
479,mp-7441,KP,P2_12_12_1,orthorhombic,0,461.7538992,2.015920544,1.4822,-58.78323749,[],12
480,mp-21526,KPb,I4_1/acd,tetragonal,0,1326.129286,4.934516761,0.3735,-84.56552704,"[0, 0]",12
481,mp-1287,KS,P-62m,hexagonal,0,378.0115748,1.875647959,1.6663,-42.66343129,[],12
482,mp-1536,KSb,P2_1/c,monoclinic,0,637.5998348,3.351462491,0.88,-48.80879172,"[0, 0]",8
483,mp-9268,KSe,P-62m,hexagonal,0,431.1170293,2.728360134,0.9768,-38.94709341,"[0, 0]",12
484,mp-1217,KSi,P-43n,cubic,0,2048.180749,1.742991866,1.2619,-213.311247,"[0, 0]",7
485,mp-542374,KSn,I4_1/acd,tetragonal,0,1254.355857,3.342551901,0.7335,-91.24699608,"[0, 0]",12
486,mp-2072,KTe,P6_3/mmc,hexagonal,0,345.1915346,3.207599396,0.6709,-23.72517657,"[0, 0]",12
487,mp-863730,KTl,Cmce,orthorhombic,0.002634179,1000.142705,4.85103624,0.1172,-44.45817562,"[0, 0]",0
488,mp-1948,LaAg,Pm-3m,cubic,0,56.74913957,7.220855202,0,-8.27687588,"[0, 0]",0
489,mp-12684,LaAl,Cmcm,orthorhombic,0,212.262471,5.190966771,0,-38.01838727,"[0, 0]",7
490,mp-708,LaAs,Fm-3m,cubic,0,59.47838744,5.96970124,0.0414,-12.72249617,"[3, -3]",6
491,mp-1002136,LaAu,Cmcm,orthorhombic,0,112.7831905,9.890279565,0,-19.7036285,"[0, 0]",7
492,mp-22926,LaBi,Fm-3m,cubic,0,74.17589847,7.787948508,0,-10.91712045,"[0, 0]",6
493,mp-27679,LaBr,R-3m,trigonal,0.095172244,157.249635,4.621208477,0,-18.21520007,"[0, 0]",6
494,mp-1001925,LaC,P-6m2,hexagonal,0.705398734,39.40858698,6.359075909,0,-13.02991258,"[3, -3]",6
495,mp-776,LaCd,Pm-3m,cubic,0,61.07105277,6.833365361,0,-6.50802033,"[0, 0]",0
496,mp-27929,LaCl,R-3m,trigonal,0.117186702,156.5268096,3.699418034,0,-19.51829508,"[0, 0]",6
497,mp-1078920,LaCu,Pnma,orthorhombic,0,200.4197582,6.709489684,0,-37.48708816,"[0, 0]",9
498,mp-1002133,LaGa,Cmcm,orthorhombic,0,112.8375534,6.140433115,0,-18.29504608,"[0, 0]",11
499,mp-1084830,LaGe,Cmcm,orthorhombic,0,215.9110351,6.507856668,0,-45.05026622,"[0, 0]",7
500,mp-734,LaHg,Pm-3m,cubic,0,60.10085798,9.379990733,0,-6.23918143,"[0, 0]",0
501,mp-22860,LaI,P6_3/mmc,hexagonal,0,133.134267,6.630716487,0,-17.22572801,"[0, 0]",12
502,mp-20582,LaIn,Pm-3m,cubic,0,62.18216,6.775540349,0,-8.69761375,"[0, 0]",0
503,mp-1104,LaMg,Pm-3m,cubic,0,62.38862794,4.344018621,0,-6.75652267,"[0, 0]",0
504,mp-567290,LaN,P6_3mc,hexagonal,0,88.16254069,5.760193162,1.1489,-31.82808387,"[3, -3]",4
505,mp-1064719,LaNi,Cmcm,orthorhombic,0,91.59869301,7.164308406,0,-22.73982354,"[0, 0]",11
506,mp-2384,LaP,Fm-3m,cubic,0,55.38621129,5.093164792,0,-13.48584123,"[3, -3]",6
507,mp-1002115,LaPd,Cmcm,orthorhombic,0,103.7780755,7.850839881,0,-23.55845951,"[0, 0]",7
508,mp-1002104,LaPt,Cmcm,orthorhombic,0,102.0674693,10.86737168,0,-26.74404196,"[2, -2]",7
509,mp-1002107,LaRh,Cmcm,orthorhombic,0,95.90642863,8.373506723,0,-27.55038556,"[0, 0]",7
510,mp-2350,LaS,Fm-3m,cubic,0,50.70621523,5.598981178,0,-13.39867394,"[2, -2]",6
511,mp-1065,LaSb,Fm-3m,cubic,0,70.54541498,6.135695656,0,-11.59945021,"[3, -3]",6
512,mp-1161,LaSe,Fm-3m,cubic,0,56.79103061,6.370268691,0,-12.42054673,"[2, -2]",6
513,mp-7083,LaSi,Cmcm,orthorhombic,0,204.1127651,5.434153603,0,-47.45183574,"[0, 0]",9
514,mp-1018047,LaSn,Cmcm,orthorhombic,0,129.1923385,6.622382676,0,-21.09901778,"[0, 0]",9
515,mp-1560,LaTe,Fm-3m,cubic,0,68.26123314,6.483075738,0,-11.26643887,"[2, -2]",6
516,mp-11488,LaTl,Pm-3m,cubic,0,63.71391533,8.946937427,0,-8.14335041,"[0, 0]",0
517,mp-2615,LaZn,Pm-3m,cubic,0,53.157376,6.382409834,0,-6.82724419,"[0, 0]",0
518,mp-2426,LiAg,Pm-3m,cubic,0,32.52346522,5.861772738,0,-5.18500479,"[0, 0]",0
519,mp-1067,LiAl,Fd-3m,cubic,0,64.20698462,1.754628439,0,-12.01948978,"[0, 0]",0
520,mp-7943,LiAs,P2_1/c,monoclinic,0,292.8177099,3.713874968,0.3574,-60.32486803,"[0, 0]",10
521,mp-1001835,LiB,P6_3/mmc,hexagonal,0,43.44819131,1.356921364,0,-17.86599732,"[0, 0]",0
522,mp-1001825,LiBe,P2_1/m,monoclinic,0.166972129,44.59770308,1.187993108,0,-10.62878292,"[0, 0]",9
523,mp-22902,LiBi,P4/mmm,tetragonal,0,48.18954338,7.440326155,0,-6.54620771,"[0, 0]",12
524,mp-23259,LiBr,Fm-3m,cubic,0.025461593,41.89914214,3.441825008,5.09,-6.63263931,[],6
525,mp-1378,LiC,Immm,orthorhombic,0.015814146,47.43302731,1.326925141,3.4502,-22.2217707,"[0, 0]",7
526,mp-1437,LiCd,Fd-3m,cubic,0,76.77673779,5.162726742,0,-6.66719815,"[0, 0]",0
527,mp-22905,LiCl,Fm-3m,cubic,0.020478605,34.2024108,2.058243602,6.3951,-7.37634437,[],6
528,mp-1138,LiF,Fm-3m,cubic,0,17.02216186,2.530430196,8.7195,-9.69029102,[],6
529,mp-1307,LiGa,Fd-3m,cubic,0,61.28263843,4.154637276,0,-11.13490673,"[0, 0]",0
530,mp-9918,LiGe,I4_1/a,tetragonal,0,280.958235,3.762761664,0,-56.74841778,"[0, 0]",7
531,mp-23703,LiH,Fm-3m,cubic,0,16.00208809,0.824862689,3.1751,-6.11370046,[],6
532,mp-2012,LiHg,Pm-3m,cubic,0,37.42094481,9.209102945,0,-2.96021147,"[0, 0]",0
533,mp-570935,LiI,P6_3mc,hexagonal,0,134.0383027,3.316300301,4.381,-11.79711739,[],4
534,mp-22460,LiIn,Fd-3m,cubic,0.016060013,82.11396753,4.924511196,0,-10.27590001,"[0, 0]",0
535,mp-279,LiIr,P-6m2,hexagonal,0,27.23786256,12.14154153,0,-11.27810367,"[0, 0]",12
536,mp-1059612,LiN,F-43m,cubic,1.43036055,25.56415844,1.360673549,0,-7.88264267,"[0, 0]",4
537,mp-9588,LiP,P2_1/c,monoclinic,0,251.283701,2.004394021,0.8537,-66.94955434,"[0, 0]",8
538,mp-2314,LiPb,Pm-3m,cubic,0,45.41717608,7.829405677,0,-6.16532746,"[0, 0]",0
539,mp-2744,LiPd,P-6m2,hexagonal,0,28.48281615,6.608910024,0,-7.96421462,"[0, 0]",12
540,mp-11807,LiPt,P-6m2,hexagonal,0,28.12737957,11.92682753,0,-9.19492055,"[0, 0]",12
541,mp-600561,LiRh,P-6m2,hexagonal,0,27.11393302,6.727331089,0,-9.65124246,"[0, 0]",12
542,mp-1057216,LiS,I-4m2,tetragonal,0.314686071,33.50962344,1.932907033,0,-7.29510934,"[0, 0]",8
543,mp-795,LiSi,I4_1/a,tetragonal,0,249.7090487,1.863380504,0,-61.83509151,"[0, 0]",7
544,mp-569073,LiSn,P2/m,monoclinic,0,125.4967522,4.987740097,0,-19.7105139,"[0, 0]",12
545,mp-934,LiTl,Pm-3m,cubic,0,42.033624,8.348370245,0,-4.73074533,"[0, 0]",0
546,mp-1934,LiZn,Fd-3m,cubic,0,58.85208483,4.082778098,0,-7.21203075,"[0, 0]",0
547,mp-16507,LuAl,Pbcm,orthorhombic,0,356.7629993,7.519690964,0,-72.53675015,"[0, 0]",7
548,mp-2017,LuAs,Fm-3m,cubic,0,46.46688248,8.930011234,0,-12.11646974,"[3, -3]",6
549,mp-11249,LuAu,Pm-3m,cubic,0,44.12693648,13.99621797,0,-9.60388046,"[0, 0]",0
550,mp-568059,LuBi,Fm-3m,cubic,0,60.70855305,10.50197419,0,-9.85445679,"[0, 0]",6
551,mp-2217,LuCd,Pm-3m,cubic,0,49.64516584,9.612263104,0,-6.05246889,"[0, 0]",0
552,mp-1001613,LuGa,Cmcm,orthorhombic,0,90.05249104,9.024010319,0,-17.53257863,"[0, 0]",7
553,mp-2522,LuHg,Pm-3m,cubic,0,48.860548,12.7634072,0,-5.76794902,"[0, 0]",0
554,mp-1529,LuIr,Pm-3m,cubic,0,37.78726864,16.13568269,0,-15.30020354,"[0, 0]",0
555,mp-2195,LuMg,Pm-3m,cubic,0,51.80939122,6.38685252,0,-6.2133547,"[0, 0]",0
556,mp-1102,LuN,Fm-3m,cubic,0,26.904469,11.66342333,0.3793,-16.61243556,"[3, -3]",6
557,mp-1078899,LuNi,Pnma,orthorhombic,0,149.6423356,10.37145594,0,-45.38588903,"[0, 0]",9
558,mp-10192,LuP,Fm-3m,cubic,0,42.52439557,8.041799916,0,-13.1026349,"[3, -3]",6
559,mp-2205,LuPd,Pm-3m,cubic,0,40.72789383,11.47258211,0,-11.64590324,"[0, 0]",0
560,mp-1025438,LuPt,Pnma,orthorhombic,0,168.5770054,14.58049728,0,-53.0682417,"[0, 0]",7
561,mp-377,LuRh,Pm-3m,cubic,0,37.8419204,12.1933067,0,-13.90838738,"[0, 0]",0
562,mp-11495,LuRu,Pm-3m,cubic,0,37.0160299,12.38301956,0,-14.73301107,"[0, 0]",0
563,mp-656,LuS,Fm-3m,cubic,0,39.02898734,8.808445913,0,-12.40094764,"[0, 0]",6
564,mp-516,LuSb,Fm-3m,cubic,0,56.77863391,8.678031535,0,-10.67854567,"[3, -3]",6
565,mp-414,LuSe,Fm-3m,cubic,0,44.77914452,9.416341202,0,-11.18709542,"[0, 0]",6
566,mp-1001612,LuSi,Cmcm,orthorhombic,0,80.88276471,8.337415518,0,-23.09111986,"[0, 0]",7
567,mp-1254,LuTe,Fm-3m,cubic,0.041975895,55.23169983,9.096665961,0,-9.83966468,"[0, 0]",6
568,mp-11496,LuZn,Pm-3m,cubic,0,42.76330364,9.334024847,0,-6.5031384,"[0, 0]",0
569,mp-2696,MgAg,Pm-3m,cubic,0,37.10243104,5.915481978,0,-4.93397084,"[0, 0]",0
570,mp-437,MgAu,Pm-3m,cubic,0,36.10836445,10.17576094,0,-6.08758002,"[0, 0]",0
571,mp-11307,MgCd,Pmma,orthorhombic,0.045912905,86.5958993,5.243256571,0,-5.25841092,"[0, 0]",12
572,mp-542488,MgCo,Fd-3m,cubic,0.00268418,365.8891224,4.533185585,0,-104.3981442,"[0, 0]",0
573,mp-574266,MgGa,I4_1/a,tetragonal,0,314.4588415,3.972212493,0,-39.4000992,"[0, 0]",7
574,mp-1408,MgHg,Pm-3m,cubic,0,42.85879529,8.713425817,0,-2.33437619,"[0, 0]",0
575,mp-2313,MgIn,P4/mmm,tetragonal,0,47.20722517,4.893724969,0,-4.50516405,"[0, 0]",12
576,mp-683946,MgIr,Cmce,orthorhombic,0.02230978,2561.027905,10.66965579,0,-843.6985895,"[0, 0]",0
577,mp-1010953,MgNi,Pm-3m,cubic,0.044350641,28.27375217,4.874559444,0,-7.68542192,"[0, 0]",0
578,mp-1265,MgO,Fm-3m,cubic,0,19.27937827,3.471430968,4.638,-11.96742144,"[2, -2]",6
579,mp-506,MgPd,Pm-3m,cubic,0,32.43151485,6.693303426,0,-8.26338512,"[0, 0]",0
580,mp-12651,MgPt,P2_13,cubic,0,132.0723147,11.03347075,0,-36.37813303,"[2, -2]",7
581,mp-1172,MgRh,Pm-3m,cubic,0,30.5625416,6.911663556,0,-9.89431279,"[0, 0]",0
582,mp-1315,MgS,Fm-3m,cubic,0,35.74348802,2.618787151,2.9642,-8.58850635,"[2, -2]",6
583,mp-1174,MgSc,Pm-3m,cubic,0.000383226,46.52901666,2.471800576,0,-8.00970685,"[0, 0]",0
584,mp-13031,MgSe,F-43m,cubic,0,54.01382518,3.174660675,2.5473,-7.59260037,"[2, -2]",4
585,mp-1039,MgTe,P6_3mc,hexagonal,0,138.2617817,3.648791211,2.362,-12.98970599,"[2, -2]",4
586,mp-11498,MgTl,Pm-3m,cubic,0,50.29477281,7.550404049,0,-4.01746245,"[0, 0]",0
587,mp-583266,MgZn,P6_3/mmc,hexagonal,0.040631364,219.3784067,4.074428401,0,-18.02915127,"[0, 0]",0
588,mp-771,MnAl,P4/mmm,tetragonal,0,26.52722326,5.127964867,0,-13.45216261,"[0, 0]",12
589,mp-22240,MnAs,Pnma,orthorhombic,0.018493,114.7917889,7.514022241,0,-56.11808133,"[3, -3]",10
590,mp-12675,MnAu,P4/mmm,tetragonal,0.071583218,33.65457817,12.42913967,0,-12.45856509,"[0, 0]",12
591,mp-8365,MnB,Pnma,orthorhombic,0.028402586,67.19401567,6.499320318,0,-66.37224367,"[3, -3]",7
592,mp-568382,MnBi,P6_3/mmc,hexagonal,0.808795335,92.83816996,9.441092786,0,-22.86106436,"[0, 0]",8
593,mp-1009133,MnCo,Pm-3m,cubic,0.450507366,23.23695885,8.137366157,0,-15.39074945,"[0, 0]",0
594,mp-1009134,MnFe,P4/mmm,tetragonal,0.09204238,21.06308784,8.733741964,0,-17.44691875,"[0, 0]",12
595,mp-1001836,MnGa,P4/mmm,tetragonal,0,26.82822484,7.715923679,0,-12.47068297,"[0, 0]",12
596,mp-1078464,MnGe,P2_13,cubic,0.123211509,107.9781514,7.847821991,0,-54.83369694,"[0, 0]",7
597,mp-24416,MnH,P6_3/mmc,hexagonal,0.160412888,29.91363438,6.211247521,0,-24.18940451,"[0, 0]",6
598,mp-2222,MnHg,Pm-3m,cubic,0.336075535,36.96427363,11.47903799,0,-8.79318442,"[0, 0]",0
599,mp-2728,MnIr,P4/mmm,tetragonal,0,25.98569049,15.7937157,0,-18.31581036,"[0, 0]",12
600,mp-1009130,MnN,F-43m,cubic,0,19.33065132,5.922482414,0.0945,-18.09386119,"[3, -3]",4
601,mp-11500,MnNi,Pm-3m,cubic,0.033096502,24.80014104,7.60840244,0,-15.02454883,"[0, 0]",0
602,mp-19006,MnO,Fm-3m,cubic,0,45.38663819,5.190708253,0.1993,-31.42682858,"[2, -2]",6
603,mp-2662,MnP,Pnma,orthorhombic,0,95.76935257,5.958478698,0,-62.75053032,"[2, -2]",10
604,mp-238,MnPd,P4/mmm,tetragonal,0.002178454,30.58239534,8.761293367,0,-14.74130615,"[0, 0]",12
605,mp-1670,MnPt,P4/mmm,tetragonal,0,30.36890621,13.670936,0,-15.92555122,"[2, -2]",12
606,mp-417,MnRh,Pm-3m,cubic,0,28.2429694,9.28037591,0,-16.88290774,"[0, 0]",0
607,mp-2065,MnS,Fm-3m,cubic,0,67.25533187,4.296223098,0,-28.80013469,"[2, -2]",6
608,mp-786,MnSb,P6_3/mmc,hexagonal,0.388233142,81.72208747,7.180776111,0,-25.09578804,"[2, -2]",8
609,mp-999540,MnSe,P6_3mc,hexagonal,0,104.7090508,4.246871363,0,-26.74466712,"[2, -2]",4
610,mp-1431,MnSi,P2_13,cubic,0,92.32953449,5.972686451,0,-61.8485779,"[4, -4]",7
611,mp-1009206,MnSn,Pm-3m,cubic,0.30129849,36.77308877,7.841314727,0,-12.55140447,"[0, 0]",0
612,mp-1080073,MnTe,Pnma,orthorhombic,0,179.6888619,6.747475645,0,-49.86055868,"[2, -2]",8
613,mp-316,MnV,Pm-3m,cubic,0,23.73898274,7.40626179,0,-18.81383999,"[0, 0]",0
614,mp-11503,MnZn,Pm-3m,cubic,0.082235852,26.97756921,7.407671469,0,-10.29625797,"[0, 0]",0
615,mp-9998,MoAs,Pnma,orthorhombic,0.050846045,132.070113,8.593083035,0,-63.85426334,"[3, -3]",8
616,mp-2305,MoC,P-6m2,hexagonal,0.001054552,20.99340614,8.538697979,0,-20.24007966,"[4, -4]",6
617,mp-24417,MoH,P6_3/mmc,hexagonal,0.406971396,38.18624743,8.43161361,0,-26.54285802,"[0, 0]",6
618,mp-11481,MoIr,Pmma,orthorhombic,0,60.21978062,15.8916539,0,-40.68498955,"[0, 0]",12
619,mp-2811,MoN,P6_3mc,hexagonal,0,163.8432637,8.914411809,0,-159.3229495,"[3, -3]",8
620,mp-219,MoP,P-6m2,hexagonal,0,29.17993228,7.222266929,0,-17.57021422,"[3, -3]",6
621,mp-1065115,MoPb,I4_1/amd,tetragonal,0.973210658,81.80413926,12.30685433,0,-25.22360675,"[0, 0]",12
622,mp-999502,MoPt,Pmma,orthorhombic,0,61.80406274,15.63834803,0,-35.10831678,"[2, -2]",12
623,mp-12595,MoRh,Pmma,orthorhombic,0,59.55398398,11.08878698,0,-37.15622202,"[0, 0]",12
624,mp-1057084,NCl,Fm-3m,cubic,2.014109437,25.22740528,3.255577145,0,-5.24774297,"[0, 0]",6
625,mp-1067139,NF,R-3m,trigonal,0.414325108,67.5913532,1.621694512,0,-18.04144585,"[0, 0]",1
626,mp-31000,NO,P2_1/c,monoclinic,0.467094412,135.5939693,1.469867769,0,-50.14918764,"[0, 0]",1
627,mp-1106381,NaAs,P2_1/c,monoclinic,0,391.2373269,3.324542779,0.5816,-54.04057642,"[0, 0]",8
628,mp-1056860,NaB,Fm-3m,cubic,1.887896944,38.66463705,1.451649418,0,-4.28678979,"[0, 0]",6
629,mp-22924,NaBi,P4/mmm,tetragonal,0,58.1193459,6.627664548,0,-5.7970444,"[0, 0]",12
630,mp-22916,NaBr,Fm-3m,cubic,0,54.74852418,3.120798709,4.0895,-6.11449988,[],6
631,mp-11180,NaC,Immm,orthorhombic,0.224223595,72.36398887,1.606314066,0,-20.18109127,"[0, 0]",7
632,mp-22862,NaCl,Fm-3m,cubic,0,46.09614833,2.105306084,5.1451,-6.77624761,[],6
633,mp-682,NaF,Fm-3m,cubic,0,25.89360527,2.692672574,6.0951,-8.648536,[],6
634,mp-1065711,NaGa,Cmcm,orthorhombic,0.205179444,100.7617453,3.0557862,0,-8.41261666,"[0, 0]",8
635,mp-29657,NaGe,P2_1/c,monoclinic,0,818.4303816,3.104419804,1.1188,-100.0423627,"[0, 0]",11
636,mp-23870,NaH,Fm-3m,cubic,0,28.11858734,1.417181215,4.0702,-5.08539423,[],6
637,mp-255,NaHg,Cmcm,orthorhombic,0,214.0349935,6.938359665,0,-8.48186937,"[0, 0]",0
638,mp-23268,NaI,Fm-3m,cubic,0,69.67512219,3.572368908,3.5692,-5.38681822,[],6
639,mp-20628,NaIn,Fd-3m,cubic,0,103.6986862,4.413463524,0,-8.65176394,"[0, 0]",0
640,mp-1080032,NaN,Fddd,orthorhombic,0.183673919,170.8691372,1.438155154,0,-37.67697209,"[0, 0]",4
641,mp-7440,NaP,P2_12_12_1,orthorhombic,0,349.2659923,2.052499902,0.8888,-59.97531034,"[0, 0]",7
642,mp-30792,NaPb,I4_1/acd,tetragonal,0,1028.671882,5.945360984,0,-85.68458994,"[0, 0]",12
643,mp-1102303,NaPu,R-3,trigonal,0.583644317,390.2207305,6.816864009,0,-86.47656097,"[0, 0]",11
644,mp-2400,NaS,P6_3/mmc,hexagonal,0,181.5021335,2.014755275,1.2566,-28.45095913,[],6
645,mp-7944,NaSb,P2_1/c,monoclinic,0,489.081348,3.931659186,0.6454,-48.77825205,"[0, 0]",10
646,mp-15668,NaSe,P6_3/mmc,hexagonal,0,208.6541147,3.245401127,0.4941,-25.87548182,"[0, 0]",6
647,mp-2402,NaSi,C2/c,monoclinic,0,387.2603272,1.75205099,1.4226,-54.14422674,"[0, 0]",10
648,mp-11051,NaSn,I4_1/acd,tetragonal,0,967.3177005,3.891966455,0.5309,-92.00505466,"[0, 0]",12
649,mp-28353,NaTe,Pbcn,orthorhombic,0.006700903,1482.514847,4.048151485,0.5388,-141.0324985,"[0, 0]",11
650,mp-1564,NaTl,Fd-3m,cubic,0,113.1423717,6.67410199,0,-7.82104873,"[0, 0]",0
651,mp-2059,NbAs,I4_1md,tetragonal,0,71.40977341,7.805231804,0,-32.19304673,"[3, -3]",6
652,mp-2580,NbB,Cmcm,orthorhombic,0,46.36382524,7.429359441,0,-36.63876037,"[3, -3]",11
653,mp-910,NbC,Fm-3m,cubic,0.040874143,22.87508542,7.616098778,0,-20.24633413,"[4, -4]",6
654,mp-1009264,NbCo,Pm-3m,cubic,0.182647299,29.27592226,8.612386107,0,-17.14806312,"[0, 0]",0
655,mp-1359,NbIr,P4/mmm,tetragonal,0,32.41720788,14.60516011,0,-19.97897518,"[0, 0]",12
656,mp-2634,NbN,P-6m2,hexagonal,0,22.23561881,7.984187333,0,-20.57319827,"[3, -3]",6
657,mp-2311,NbO,Pm-3m,cubic,0,77.38812629,7.010467016,0,-56.80159474,"[2, -2]",4
658,mp-9339,NbP,I4_1md,tetragonal,0,64.41967042,6.386490773,0,-34.9552816,"[3, -3]",6
659,mp-999376,NbPt,Pmma,orthorhombic,0,66.43558268,14.39648024,0,-34.79346237,"[2, -2]",12
660,mp-1963,NbRh,P4/mmm,tetragonal,0,32.15596322,10.1117567,0,-18.26823899,"[0, 0]",12
661,mp-432,NbRu,P4/mmm,tetragonal,0,32.35784079,9.95447623,0,-19.73230978,"[0, 0]",12
662,mp-647,NbS,P6_3/mmc,hexagonal,0.065724912,63.27953732,6.558829836,0,-32.08134983,"[2, -2]",6
663,mp-1236,NdAg,Pm-3m,cubic,0,53.2877746,7.856189141,0,-8.11143036,"[0, 0]",0
664,mp-864637,NdAl,Pbcm,orthorhombic,0,408.2932071,5.570964592,0,-74.39145088,"[0, 0]",7
665,mp-2602,NdAs,Fm-3m,cubic,0,55.26898448,6.584700681,0,-12.43377586,"[3, -3]",6
666,mp-1080709,NdAu,Pnma,orthorhombic,0,212.7224,10.65407609,0,-38.63444256,"[0, 0]",7
667,mp-23300,NdBi,Fm-3m,cubic,0,69.26746889,8.467749779,0,-10.54222412,"[0, 0]",6
668,mp-1059,NdCd,Pm-3m,cubic,0,57.72503668,7.382972061,0,-6.32792842,"[0, 0]",0
669,mp-13392,NdCu,Pnma,orthorhombic,0,188.4453382,7.323929471,0,-36.93206429,"[0, 0]",9
670,mp-1448,NdGa,Cmcm,orthorhombic,0,106.3284942,6.683010873,0,-17.94520636,"[0, 0]",11
671,mp-663,NdGe,Cmcm,orthorhombic,0,101.746393,7.079190192,0,-22.17584712,"[0, 0]",9
672,mp-11467,NdHg,Pm-3m,cubic,0,56.7657546,10.08719097,0,-6.02282948,"[0, 0]",0
673,mp-1327,NdMg,Pm-3m,cubic,0,58.64646195,4.77230627,0,-6.58530262,"[0, 0]",0
674,mp-2599,NdN,Fm-3m,cubic,0,34.45172889,7.627429946,0.4304,-15.80867762,"[3, -3]",6
675,mp-999339,NdNi,Cmcm,orthorhombic,0,86.8564705,7.759517691,0,-22.35218666,"[0, 0]",11
676,mp-2823,NdP,Fm-3m,cubic,0,51.20666087,5.681929126,0,-13.24616827,"[3, -3]",6
677,mp-999336,NdPd,Cmcm,orthorhombic,0,98.91123575,8.416314696,0,-23.15182894,"[0, 0]",7
678,mp-1080485,NdPt,Pnma,orthorhombic,0,195.2264639,11.5448299,0,-52.48800458,"[2, -2]",7
679,mp-999335,NdRh,Cmcm,orthorhombic,0,93.20587864,8.806270268,0,-26.97576651,"[0, 0]",11
680,mp-1748,NdS,Fm-3m,cubic,0,47.62525938,6.147255994,0,-12.9529501,"[2, -2]",6
681,mp-1586,NdSb,Fm-3m,cubic,0,65.5379661,6.739707365,0,-11.26125494,"[3, -3]",6
682,mp-1453,NdSe,Fm-3m,cubic,0,53.58462163,6.91682855,0,-11.92467359,"[2, -2]",6
683,mp-9967,NdSi,Pnma,orthorhombic,0,193.0931325,5.927845124,0,-46.87179678,"[0, 0]",7
684,mp-570,NdTe,Fm-3m,cubic,0,64.44625277,7.004352333,0,-10.75344673,"[2, -2]",6
685,mp-571405,NdTl,Pm-3m,cubic,0,59.86250781,9.670592687,0,-7.9142609,"[0, 0]",0
686,mp-1053,NdZn,Pm-3m,cubic,0,50.09388939,6.949623598,0,-6.65598793,"[0, 0]",0
687,mp-590,NiAs,P6_3/mmc,hexagonal,0.006328056,58.07432013,7.640999563,0,-22.01986133,"[3, -3]",8
688,mp-14019,NiB,Cmcm,orthorhombic,0.003130757,32.2120833,7.165930276,0,-25.88680462,"[3, -3]",11
689,mp-999318,NiBi,P6_3/mmc,hexagonal,0.003069359,79.85643206,11.13204762,0,-19.40474562,"[0, 0]",8
690,mp-1009582,NiC,Fm-3m,cubic,1.08936652,16.81662421,6.98159861,0,-12.82785858,"[2, -2]",6
691,mp-1099,NiGe,Pnma,orthorhombic,0,109.2337897,7.985962658,0,-44.05244273,"[0, 0]",10
692,mp-24719,NiH,Fm-3m,cubic,0,12.78907168,7.751649993,0,-9.24341394,"[0, 0]",6
693,mp-1057320,NiHg,P4/mmm,tetragonal,0.219296885,31.34514966,13.73578431,0,-5.64485705,"[0, 0]",12
694,mp-13116,NiN,F-43m,cubic,0.285174816,20.08585205,6.010268119,0,-13.24939084,"[3, -3]",4
695,mp-19009,NiO,Fm-3m,cubic,0,37.48543887,6.617519556,2.4141,-19.87253657,"[2, -2]",6
696,mp-27844,NiP,Pbca,orthorhombic,0.016464474,203.244351,5.860761189,0,-96.49635754,"[2, -2]",9
697,mp-569446,NiPb,P6_3/mmc,hexagonal,0.087221075,77.53983615,11.38837532,0,-18.6359384,"[0, 0]",8
698,mp-945,NiPt,P4/mmm,tetragonal,0,26.81503552,15.71533577,0,-12.02483635,"[2, -2]",12
699,mp-1547,NiS,R3m,trigonal,0.015274276,82.54732908,5.477143979,0,-31.90103685,"[2, -2]",7
700,mp-810,NiSb,P6_3/mmc,hexagonal,0,69.97651669,8.564299413,0,-20.90106458,"[2, -2]",8
701,mp-15651,NiSe,R3m,trigonal,0.006089464,96.29775135,7.121002676,0,-29.53194698,"[2, -2]",7
702,mp-680646,NiSn,Pbam,orthorhombic,0.008381297,539.6574451,8.733993134,0,-164.0674863,"[0, 0]",11
703,mp-10264,NiTe,R-3m,trigonal,0.002533962,86.27669577,7.171055075,0,-18.60977163,"[2, -2]",7
704,mp-2186,NpAs,Fm-3m,cubic,0,49.29059172,10.50825288,0,-18.99350198,"[3, -3]",6
705,mp-22912,NpBi,Fm-3m,cubic,0.087199406,64.61871325,11.46057914,0,-16.65979725,"[0, 0]",6
706,mp-2546,NpC,Fm-3m,cubic,0.170690586,30.44443533,13.58185793,0,-21.83316833,"[4, -4]",6
707,mp-2596,NpN,Fm-3m,cubic,0,28.85171016,14.44650695,0,-23.51187033,"[3, -3]",6
708,mp-6927,NpO,Fm-3m,cubic,0.156594298,28.66473566,14.65617519,0,-22.29735836,"[0, 0]",6
709,mp-10108,NpP,Fm-3m,cubic,0,44.23410389,10.05967933,0,-20.10369532,"[3, -3]",6
